symbol	ensembl_id	name
MTND5P18	ENSG00000227860	MT-ND5 pseudogene 18 [Source:HGNC Symbol;Acc:HGNC:42302]
PIK3CD-AS1	ENSG00000179840	PIK3CD antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:32346]
CHD9	ENSG00000177200	chromodomain helicase DNA binding protein 9 [Source:HGNC Symbol;Acc:HGNC:25701]
MZT1P1	ENSG00000271264	mitotic spindle organizing protein 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:50605]
RN7SKP269	ENSG00000202415	RN7SK pseudogene 269 [Source:HGNC Symbol;Acc:HGNC:45993]
MIR5697	ENSG00000265521	microRNA 5697 [Source:HGNC Symbol;Acc:HGNC:43509]
RNU6-693P	ENSG00000251943	RNA, U6 small nuclear 693, pseudogene [Source:HGNC Symbol;Acc:HGNC:47656]
SLC25A38P1	ENSG00000229785	SLC25A38 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43858]
RNU1-153P	ENSG00000277678	RNA, U1 small nuclear 153, pseudogene [Source:HGNC Symbol;Acc:HGNC:54435]
RNU1-154P	ENSG00000270384	RNA, U1 small nuclear 154, pseudogene [Source:HGNC Symbol;Acc:HGNC:54436]
CD5	ENSG00000110448	CD5 molecule [Source:HGNC Symbol;Acc:HGNC:1685]
RNVU1-31	ENSG00000270722	RNA, variant U1 small nuclear 31 [Source:HGNC Symbol;Acc:HGNC:54448]
GJA1	ENSG00000152661	gap junction protein alpha 1 [Source:HGNC Symbol;Acc:HGNC:4274]
NBPF20	ENSG00000162825	NBPF member 20 [Source:HGNC Symbol;Acc:HGNC:32000]
PTPRS	ENSG00000105426	protein tyrosine phosphatase receptor type S [Source:HGNC Symbol;Acc:HGNC:9681]
ELOVL2	ENSG00000197977	ELOVL fatty acid elongase 2 [Source:HGNC Symbol;Acc:HGNC:14416]
MKI67	ENSG00000148773	marker of proliferation Ki-67 [Source:HGNC Symbol;Acc:HGNC:7107]
DNAJB13	ENSG00000187726	DnaJ heat shock protein family (Hsp40) member B13 [Source:HGNC Symbol;Acc:HGNC:30718]
UST	ENSG00000111962	uronyl 2-sulfotransferase [Source:HGNC Symbol;Acc:HGNC:17223]
CUL9	ENSG00000112659	cullin 9 [Source:HGNC Symbol;Acc:HGNC:15982]
LINC01173	ENSG00000280744	long intergenic non-protein coding RNA 1173 [Source:HGNC Symbol;Acc:HGNC:49545]
FSIP2-AS1	ENSG00000231646	FSIP2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40978]
SPDYE4	ENSG00000183318	speedy/RINGO cell cycle regulator family member E4 [Source:HGNC Symbol;Acc:HGNC:35463]
MIR4734	ENSG00000275238	microRNA 4734 [Source:HGNC Symbol;Acc:HGNC:41572]
CD6	ENSG00000013725	CD6 molecule [Source:HGNC Symbol;Acc:HGNC:1691]
MIR4726	ENSG00000273627	microRNA 4726 [Source:HGNC Symbol;Acc:HGNC:41722]
RNA5SP440	ENSG00000276036	RNA, 5S ribosomal pseudogene 440 [Source:HGNC Symbol;Acc:HGNC:43340]
RNU6-866P	ENSG00000274607	RNA, U6 small nuclear 866, pseudogene [Source:HGNC Symbol;Acc:HGNC:47829]
MIR4727	ENSG00000274054	microRNA 4727 [Source:HGNC Symbol;Acc:HGNC:41709]
DCAF7	ENSG00000136485	DDB1 and CUL4 associated factor 7 [Source:HGNC Symbol;Acc:HGNC:30915]
LCT-AS1	ENSG00000226806	LCT antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40337]
MVB12A	ENSG00000141971	multivesicular body subunit 12A [Source:HGNC Symbol;Acc:HGNC:25153]
UNC5B	ENSG00000107731	unc-5 netrin receptor B [Source:HGNC Symbol;Acc:HGNC:12568]
DIPK1B	ENSG00000165716	divergent protein kinase domain 1B [Source:HGNC Symbol;Acc:HGNC:28290]
CP	ENSG00000047457	ceruloplasmin [Source:HGNC Symbol;Acc:HGNC:2295]
GCSIR	ENSG00000232520	GPR55 cis regulatory suppressor of immune response RNA [Source:HGNC Symbol;Acc:HGNC:54400]
ZMYND19	ENSG00000165724	zinc finger MYND-type containing 19 [Source:HGNC Symbol;Acc:HGNC:21146]
SLC30A6-DT	ENSG00000272716	SLC30A6 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55203]
MIR633	ENSG00000207552	microRNA 633 [Source:HGNC Symbol;Acc:HGNC:32889]
TRMT112P3	ENSG00000265262	tRNA methyltransferase subunit 11-2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:44022]
DNAJB6P8	ENSG00000264529	DNAJB6 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:54761]
GPR142	ENSG00000257008	G protein-coupled receptor 142 [Source:HGNC Symbol;Acc:HGNC:20088]
TCERG1L	ENSG00000176769	transcription elongation regulator 1 like [Source:HGNC Symbol;Acc:HGNC:23533]
POLR2J3	ENSG00000168255	RNA polymerase II subunit J3 [Source:HGNC Symbol;Acc:HGNC:33853]
SLC35G3	ENSG00000164729	solute carrier family 35 member G3 [Source:HGNC Symbol;Acc:HGNC:26848]
EFCAB5	ENSG00000176927	EF-hand calcium binding domain 5 [Source:HGNC Symbol;Acc:HGNC:24801]
LRSAM1	ENSG00000148356	leucine rich repeat and sterile alpha motif containing 1 [Source:HGNC Symbol;Acc:HGNC:25135]
VAMP3	ENSG00000049245	vesicle associated membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:12644]
LINC02245	ENSG00000237638	long intergenic non-protein coding RNA 2245 [Source:HGNC Symbol;Acc:HGNC:53134]
CCDC6	ENSG00000108091	coiled-coil domain containing 6 [Source:HGNC Symbol;Acc:HGNC:18782]
UTS2	ENSG00000049247	urotensin 2 [Source:HGNC Symbol;Acc:HGNC:12636]
C12orf75	ENSG00000235162	chromosome 12 open reading frame 75 [Source:HGNC Symbol;Acc:HGNC:35164]
ZNF534	ENSG00000198633	zinc finger protein 534 [Source:HGNC Symbol;Acc:HGNC:26337]
RPL7AP18	ENSG00000232848	ribosomal protein L7a pseudogene 18 [Source:HGNC Symbol;Acc:HGNC:35613]
RPL21P24	ENSG00000229554	ribosomal protein L21 pseudogene 24 [Source:HGNC Symbol;Acc:HGNC:35702]
ATP6V0E1P4	ENSG00000227883	ATPase H+ transporting V0 subunit e1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:41938]
HSPE1P24	ENSG00000225158	heat shock protein family E (Hsp10) member 1 pseudogene 24 [Source:HGNC Symbol;Acc:HGNC:49343]
CFL1P6	ENSG00000215785	cofilin 1 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:34545]
CIROZ	ENSG00000175262	ciliated left-right organizer protein containing ZP-N domains [Source:HGNC Symbol;Acc:HGNC:26730]
UPK3BL2	ENSG00000284981	uroplakin 3B like 2 [Source:HGNC Symbol;Acc:HGNC:53444]
NUDT14	ENSG00000183828	nudix hydrolase 14 [Source:HGNC Symbol;Acc:HGNC:20141]
POLR2J2	ENSG00000228049	RNA polymerase II subunit J2 [Source:HGNC Symbol;Acc:HGNC:23208]
ZNF230	ENSG00000159882	zinc finger protein 230 [Source:HGNC Symbol;Acc:HGNC:13024]
TRIM8	ENSG00000171206	tripartite motif containing 8 [Source:HGNC Symbol;Acc:HGNC:15579]
SEPTIN7	ENSG00000122545	septin 7 [Source:HGNC Symbol;Acc:HGNC:1717]
SLC2A3P2	ENSG00000185031	solute carrier family 2 member 3 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:31074]
RNU6-1176P	ENSG00000212257	RNA, U6 small nuclear 1176, pseudogene [Source:HGNC Symbol;Acc:HGNC:48139]
MIR3671	ENSG00000265996	microRNA 3671 [Source:HGNC Symbol;Acc:HGNC:38925]
MIR101-1	ENSG00000199135	microRNA 101-1 [Source:HGNC Symbol;Acc:HGNC:31488]
LINC02576	ENSG00000232613	long intergenic non-protein coding RNA 2576 [Source:HGNC Symbol;Acc:HGNC:53748]
MRPS21P1	ENSG00000234496	mitochondrial ribosomal protein S21 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:29748]
C12orf43	ENSG00000157895	chromosome 12 open reading frame 43 [Source:HGNC Symbol;Acc:HGNC:25719]
RPS29P7	ENSG00000231622	ribosomal protein S29 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:36594]
SETSIP	ENSG00000230667	SET like protein [Source:HGNC Symbol;Acc:HGNC:42937]
RPL17P5	ENSG00000230721	ribosomal protein L17 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:35491]
NEMP2-DT	ENSG00000233654	NEMP2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55713]
NUAK2	ENSG00000163545	NUAK family kinase 2 [Source:HGNC Symbol;Acc:HGNC:29558]
TANC2	ENSG00000170921	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2 [Source:HGNC Symbol;Acc:HGNC:30212]
BBC3	ENSG00000105327	BCL2 binding component 3 [Source:HGNC Symbol;Acc:HGNC:17868]
TMED10	ENSG00000170348	transmembrane p24 trafficking protein 10 [Source:HGNC Symbol;Acc:HGNC:16998]
SNRPGP10	ENSG00000235363	small nuclear ribonucleoprotein polypeptide G pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:39329]
LEMD1	ENSG00000186007	LEM domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18725]
TMED7	ENSG00000134970	transmembrane p24 trafficking protein 7 [Source:HGNC Symbol;Acc:HGNC:24253]
CHST5	ENSG00000135702	carbohydrate sulfotransferase 5 [Source:HGNC Symbol;Acc:HGNC:1973]
CLPS	ENSG00000137392	colipase [Source:HGNC Symbol;Acc:HGNC:2085]
SLC22A31	ENSG00000259803	solute carrier family 22 member 31 [Source:HGNC Symbol;Acc:HGNC:27091]
LYRM4	ENSG00000214113	LYR motif containing 4 [Source:HGNC Symbol;Acc:HGNC:21365]
NPIPB8	ENSG00000255524	nuclear pore complex interacting protein family member B8 [Source:HGNC Symbol;Acc:HGNC:37490]
UBE2B	ENSG00000119048	ubiquitin conjugating enzyme E2 B [Source:HGNC Symbol;Acc:HGNC:12473]
PI4KA	ENSG00000241973	phosphatidylinositol 4-kinase alpha [Source:HGNC Symbol;Acc:HGNC:8983]
TTC21B-AS1	ENSG00000224490	TTC21B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41115]
VSTM2L	ENSG00000132821	V-set and transmembrane domain containing 2 like [Source:HGNC Symbol;Acc:HGNC:16096]
RN7SKP127	ENSG00000222375	RN7SK pseudogene 127 [Source:HGNC Symbol;Acc:HGNC:45851]
MIR135B	ENSG00000199059	microRNA 135b [Source:HGNC Symbol;Acc:HGNC:31760]
LEMD1-DT	ENSG00000224717	LEMD1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:27631]
FLVCR2	ENSG00000119686	FLVCR choline and putative heme transporter 2 [Source:HGNC Symbol;Acc:HGNC:20105]
LINC02942	ENSG00000237074	long intergenic non-protein coding RNA 2942 [Source:HGNC Symbol;Acc:HGNC:55957]
BICRA	ENSG00000063169	BRD4 interacting chromatin remodeling complex associated protein [Source:HGNC Symbol;Acc:HGNC:4332]
RAPGEF4-AS1	ENSG00000228016	RAPGEF4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:28081]
CR1-AS1	ENSG00000236911	CR1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40160]
PAGR1	ENSG00000280789	PAXIP1 associated glutamate rich protein 1 [Source:HGNC Symbol;Acc:HGNC:28707]
RNA5SP534	ENSG00000274059	RNA, 5S ribosomal pseudogene 534 [Source:HGNC Symbol;Acc:HGNC:53803]
UBE2E3-DT	ENSG00000236153	UBE2E3 divergent transcript [Source:HGNC Symbol;Acc:HGNC:40599]
SYT14	ENSG00000143469	synaptotagmin 14 [Source:HGNC Symbol;Acc:HGNC:23143]
ENTPD6	ENSG00000197586	ectonucleoside triphosphate diphosphohydrolase 6 [Source:HGNC Symbol;Acc:HGNC:3368]
MIR6864	ENSG00000274300	microRNA 6864 [Source:HGNC Symbol;Acc:HGNC:50226]
MIR6865	ENSG00000278517	microRNA 6865 [Source:HGNC Symbol;Acc:HGNC:50182]
MAPK8IP3	ENSG00000138834	mitogen-activated protein kinase 8 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:6884]
USP6	ENSG00000129204	ubiquitin specific peptidase 6 [Source:HGNC Symbol;Acc:HGNC:12629]
FGFR2	ENSG00000066468	fibroblast growth factor receptor 2 [Source:HGNC Symbol;Acc:HGNC:3689]
PLEKHG4B	ENSG00000153404	pleckstrin homology and RhoGEF domain containing G4B [Source:HGNC Symbol;Acc:HGNC:29399]
CCDC60	ENSG00000183273	coiled-coil domain containing 60 [Source:HGNC Symbol;Acc:HGNC:28610]
CLEC3B	ENSG00000163815	C-type lectin domain family 3 member B [Source:HGNC Symbol;Acc:HGNC:11891]
OCRL	ENSG00000122126	OCRL inositol polyphosphate-5-phosphatase [Source:HGNC Symbol;Acc:HGNC:8108]
INTS4P2	ENSG00000273024	integrator complex subunit 4 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:22351]
LINC01936	ENSG00000235997	long intergenic non-protein coding RNA 1936 [Source:HGNC Symbol;Acc:HGNC:52759]
CTDSPL2	ENSG00000137770	CTD small phosphatase like 2 [Source:HGNC Symbol;Acc:HGNC:26936]
AMOTL2	ENSG00000114019	angiomotin like 2 [Source:HGNC Symbol;Acc:HGNC:17812]
ZNF733P	ENSG00000185037	zinc finger protein 733, pseudogene [Source:HGNC Symbol;Acc:HGNC:32473]
LINC01865	ENSG00000233684	long intergenic non-protein coding RNA 1865 [Source:HGNC Symbol;Acc:HGNC:52684]
OR9A3P	ENSG00000240031	olfactory receptor family 9 subfamily A member 3 pseudogene [Source:HGNC Symbol;Acc:HGNC:15094]
LSR	ENSG00000105699	lipolysis stimulated lipoprotein receptor [Source:HGNC Symbol;Acc:HGNC:29572]
OR9N1P	ENSG00000244292	olfactory receptor family 9 subfamily N member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:15096]
OR10AH1P	ENSG00000272595	olfactory receptor family 10 subfamily AH member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:19647]
APOF	ENSG00000175336	apolipoprotein F [Source:HGNC Symbol;Acc:HGNC:615]
STAG3L5P	ENSG00000242294	STAG3 cohesin complex component like 5, pseudogene [Source:HGNC Symbol;Acc:HGNC:48896]
GTF2IP7	ENSG00000227038	general transcription factor IIi pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:51720]
LAG3	ENSG00000089692	lymphocyte activating 3 [Source:HGNC Symbol;Acc:HGNC:6476]
RASA4CP	ENSG00000228903	RAS p21 protein activator 4C, pseudogene [Source:HGNC Symbol;Acc:HGNC:44185]
RIOK2	ENSG00000058729	RIO kinase 2 [Source:HGNC Symbol;Acc:HGNC:18999]
CFAP97P1	ENSG00000271164	CFAP97 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54528]
RNU6-171P	ENSG00000207082	RNA, U6 small nuclear 171, pseudogene [Source:HGNC Symbol;Acc:HGNC:47134]
MYB	ENSG00000118513	MYB proto-oncogene, transcription factor [Source:HGNC Symbol;Acc:HGNC:7545]
SLC23A4P	ENSG00000276067	solute carrier family 23 member 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:20602]
PBX1-AS1	ENSG00000233693	PBX1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40425]
DTNA	ENSG00000134769	dystrobrevin alpha [Source:HGNC Symbol;Acc:HGNC:3057]
RPL35AP7	ENSG00000225487	ribosomal protein L35a pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:36212]
SLC1A2	ENSG00000110436	solute carrier family 1 member 2 [Source:HGNC Symbol;Acc:HGNC:10940]
RNU6-755P	ENSG00000201270	RNA, U6 small nuclear 755, pseudogene [Source:HGNC Symbol;Acc:HGNC:47718]
WNT9A	ENSG00000143816	Wnt family member 9A [Source:HGNC Symbol;Acc:HGNC:12778]
OR2A3P	ENSG00000183122	olfactory receptor family 2 subfamily A member 3 pseudogene [Source:HGNC Symbol;Acc:HGNC:8231]
OR2A20P	ENSG00000170356	olfactory receptor family 2 subfamily A member 20 pseudogene [Source:HGNC Symbol;Acc:HGNC:15413]
OR2A9P	ENSG00000228960	olfactory receptor family 2 subfamily A member 9 pseudogene [Source:HGNC Symbol;Acc:HGNC:8236]
MIR5008	ENSG00000264483	microRNA 5008 [Source:HGNC Symbol;Acc:HGNC:43546]
CICP26	ENSG00000233003	capicua transcriptional repressor pseudogene 26 [Source:HGNC Symbol;Acc:HGNC:48834]
NSUN5P2	ENSG00000106133	NSUN5 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:16609]
PBX1	ENSG00000185630	PBX homeobox 1 [Source:HGNC Symbol;Acc:HGNC:8632]
STAG3L2	ENSG00000277072	STAG3 cohesin complex component like 2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:33886]
MDM1	ENSG00000111554	Mdm1 nuclear protein [Source:HGNC Symbol;Acc:HGNC:29917]
FKBP6P2	ENSG00000146722	FKBP6 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:56780]
PMS2CL	ENSG00000187953	PMS2 C-terminal like (pseudogene) [Source:HGNC Symbol;Acc:HGNC:30061]
SLC36A1	ENSG00000123643	solute carrier family 36 member 1 [Source:HGNC Symbol;Acc:HGNC:18761]
GTF2IRD2P1	ENSG00000214544	GTF2I repeat domain containing 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33127]
LINC01376	ENSG00000236204	long intergenic non-protein coding RNA 1376 [Source:HGNC Symbol;Acc:HGNC:50637]
CCT6P3	ENSG00000234585	chaperonin containing TCP1 subunit 6 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:35137]
ATG3	ENSG00000144848	autophagy related 3 [Source:HGNC Symbol;Acc:HGNC:20962]
GTF2IP1	ENSG00000277053	general transcription factor IIi pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:4660]
RPL39	ENSG00000198918	ribosomal protein L39 [Source:HGNC Symbol;Acc:HGNC:10350]
RNF213-AS1	ENSG00000263069	RNF213 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54402]
MIR4730	ENSG00000264961	microRNA 4730 [Source:HGNC Symbol;Acc:HGNC:41880]
TSPAN7	ENSG00000156298	tetraspanin 7 [Source:HGNC Symbol;Acc:HGNC:11854]
NPTX1	ENSG00000171246	neuronal pentraxin 1 [Source:HGNC Symbol;Acc:HGNC:7952]
POLR2J4	ENSG00000272655	RNA polymerase II subunit J4 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:28195]
NUPR2P1	ENSG00000272693	NUPR2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:56769]
STAG3L1	ENSG00000205583	STAG3 cohesin complex component like 1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:33852]
CHCHD3P3	ENSG00000214973	coiled-coil-helix-coiled-coil-helix domain containing 3 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:44699]
NPM1P39	ENSG00000225159	nucleophosmin 1 pseudogene 39 [Source:HGNC Symbol;Acc:HGNC:45218]
RPL32P31	ENSG00000213128	ribosomal protein L32 pseudogene 31 [Source:HGNC Symbol;Acc:HGNC:37035]
SNRPEP7	ENSG00000225990	SNRPE pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:43572]
SPDYE7P	ENSG00000179994	speedy/RINGO cell cycle regulator family member E7, pseudogene [Source:HGNC Symbol;Acc:HGNC:35466]
OR2AK2	ENSG00000187080	olfactory receptor family 2 subfamily AK member 2 [Source:HGNC Symbol;Acc:HGNC:19569]
RPL31P7	ENSG00000232083	ribosomal protein L31 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:31325]
FKBP9P1	ENSG00000176826	FKBP prolyl isomerase 9 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23568]
OR6K6	ENSG00000180433	olfactory receptor family 6 subfamily K member 6 [Source:HGNC Symbol;Acc:HGNC:15033]
FCRLB	ENSG00000162746	Fc receptor like B [Source:HGNC Symbol;Acc:HGNC:26431]
RNA5SP438	ENSG00000252370	RNA, 5S ribosomal pseudogene 438 [Source:HGNC Symbol;Acc:HGNC:43338]
CCL7	ENSG00000108688	C-C motif chemokine ligand 7 [Source:HGNC Symbol;Acc:HGNC:10634]
ZNF890P	ENSG00000159904	zinc finger protein 890, pseudogene [Source:HGNC Symbol;Acc:HGNC:38691]
PMS2P3	ENSG00000127957	PMS1 homolog 2, mismatch repair system component pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:9128]
COX6CP16	ENSG00000270313	cytochrome c oxidase subunit 6C pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:49367]
LINC00311	ENSG00000179219	long intergenic non-protein coding RNA 311 [Source:HGNC Symbol;Acc:HGNC:28312]
MIR5093	ENSG00000266307	microRNA 5093 [Source:HGNC Symbol;Acc:HGNC:43474]
ZNF815P	ENSG00000235944	zinc finger protein 815, pseudogene [Source:HGNC Symbol;Acc:HGNC:22029]
LINC02890	ENSG00000260905	long intergenic non-protein coding RNA 2890 [Source:HGNC Symbol;Acc:HGNC:55220]
CCL11	ENSG00000172156	C-C motif chemokine ligand 11 [Source:HGNC Symbol;Acc:HGNC:10610]
LMF1-AS1	ENSG00000260439	LMF1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50469]
ZNF767P	ENSG00000133624	zinc finger family member 767, pseudogene [Source:HGNC Symbol;Acc:HGNC:21884]
LINC01965	ENSG00000256637	long intergenic non-protein coding RNA 1965 [Source:HGNC Symbol;Acc:HGNC:52790]
FAM219B	ENSG00000178761	family with sequence similarity 219 member B [Source:HGNC Symbol;Acc:HGNC:24695]
CCL8	ENSG00000108700	C-C motif chemokine ligand 8 [Source:HGNC Symbol;Acc:HGNC:10635]
ABCC11	ENSG00000121270	ATP binding cassette subfamily C member 11 [Source:HGNC Symbol;Acc:HGNC:14639]
DPY19L2P4	ENSG00000235436	DPY19L2 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:22176]
FAM185BP	ENSG00000214439	family with sequence similarity 185 member B, pseudogene [Source:HGNC Symbol;Acc:HGNC:21813]
CCT6P1	ENSG00000228409	chaperonin containing TCP1 subunit 6 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33094]
CCL13	ENSG00000181374	C-C motif chemokine ligand 13 [Source:HGNC Symbol;Acc:HGNC:10611]
PRSS38	ENSG00000185888	serine protease 38 [Source:HGNC Symbol;Acc:HGNC:29625]
CCL1	ENSG00000108702	C-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:10609]
FKBP11	ENSG00000134285	FKBP prolyl isomerase 11 [Source:HGNC Symbol;Acc:HGNC:18624]
DPY19L2P1	ENSG00000189212	DPY19L2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:22305]
OR10R2	ENSG00000198965	olfactory receptor family 10 subfamily R member 2 [Source:HGNC Symbol;Acc:HGNC:14820]
OR2L13	ENSG00000196071	olfactory receptor family 2 subfamily L member 13 [Source:HGNC Symbol;Acc:HGNC:19578]
PSMC1	ENSG00000100764	proteasome 26S subunit, ATPase 1 [Source:HGNC Symbol;Acc:HGNC:9547]
RABGEF1P1	ENSG00000229180	RABGEF1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55751]
CCL2	ENSG00000108691	C-C motif chemokine ligand 2 [Source:HGNC Symbol;Acc:HGNC:10618]
GACAT3	ENSG00000236289	gastric cancer associated transcript 3 [Source:HGNC Symbol;Acc:HGNC:50847]
OR14L1	ENSG00000198452	olfactory receptor family 14 subfamily L member 1 [Source:HGNC Symbol;Acc:HGNC:15023]
CLEC20A	ENSG00000188585	C-type lectin domain containing 20A [Source:HGNC Symbol;Acc:HGNC:34521]
TBC1D28	ENSG00000189375	TBC1 domain family member 28 [Source:HGNC Symbol;Acc:HGNC:26858]
SLC39A14	ENSG00000104635	solute carrier family 39 member 14 [Source:HGNC Symbol;Acc:HGNC:20858]
RP9P	ENSG00000205763	RP9 pseudogene [Source:HGNC Symbol;Acc:HGNC:33969]
PLA1A	ENSG00000144837	phospholipase A1 member A [Source:HGNC Symbol;Acc:HGNC:17661]
NBPF14	ENSG00000270629	NBPF member 14 [Source:HGNC Symbol;Acc:HGNC:25232]
NSUN5P1	ENSG00000223705	NSUN5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:19146]
TMEM255A	ENSG00000125355	transmembrane protein 255A [Source:HGNC Symbol;Acc:HGNC:26086]
SBDSP1	ENSG00000225648	SBDS pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:21646]
STAG3L4	ENSG00000106610	STAG3 cohesin complex component like 4 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:33887]
PMS2P4	ENSG00000067601	PMS1 homolog 2, mismatch repair system component pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:9129]
PMS2P1	ENSG00000078319	PMS1 homolog 2, mismatch repair system component pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:9123]
SCIMP	ENSG00000161929	SLP adaptor and CSK interacting membrane protein [Source:HGNC Symbol;Acc:HGNC:33504]
GTF2IRD1P1	ENSG00000230583	GTF2I repeat domain containing 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44136]
SEPTIN7P2	ENSG00000214765	septin 7 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:32339]
MAPKBP1	ENSG00000137802	mitogen-activated protein kinase binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29536]
GTF2IP13	ENSG00000272556	general transcription factor IIi pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:51725]
DPY19L2P3	ENSG00000227855	DPY19L2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:22367]
PAX8-AS1	ENSG00000189223	PAX8 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49271]
ALDH1L2	ENSG00000136010	aldehyde dehydrogenase 1 family member L2 [Source:HGNC Symbol;Acc:HGNC:26777]
CACNA2D1-AS1	ENSG00000223770	CACNA2D1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40120]
MTHFD2P5	ENSG00000213530	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:48863]
RNU1-108P	ENSG00000199426	RNA, U1 small nuclear 108, pseudogene [Source:HGNC Symbol;Acc:HGNC:48450]
RNU1-52P	ENSG00000206917	RNA, U1 small nuclear 52, pseudogene [Source:HGNC Symbol;Acc:HGNC:48394]
RNVU1-34	ENSG00000200997	RNA, variant U1 small nuclear 34 [Source:HGNC Symbol;Acc:HGNC:48427]
DPP6-AS1	ENSG00000236408	DPP6 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40194]
RNU6-518P	ENSG00000251865	RNA, U6 small nuclear 518, pseudogene [Source:HGNC Symbol;Acc:HGNC:47481]
TWF1P1	ENSG00000178082	twinfilin 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:21736]
CRYBA1	ENSG00000108255	crystallin beta A1 [Source:HGNC Symbol;Acc:HGNC:2394]
PAXBP1P1	ENSG00000233489	PAX3 and PAX7 binding protein 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:50352]
HTR5A	ENSG00000157219	5-hydroxytryptamine receptor 5A [Source:HGNC Symbol;Acc:HGNC:5300]
BNIP1	ENSG00000113734	BCL2 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:1082]
MTSS2	ENSG00000132613	MTSS I-BAR domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25094]
RPL35AP35	ENSG00000239256	ribosomal protein L35a pseudogene 35 [Source:HGNC Symbol;Acc:HGNC:36677]
DPP6	ENSG00000130226	dipeptidyl peptidase like 6 [Source:HGNC Symbol;Acc:HGNC:3010]
